"","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","type","id","uri","track_href","analysis_url","duration_ms","time_signature","track.name","person"
"1",0.694,0.503,5,-9.473,1,0.0663,0.892,0,0.0528,0.642,112.237,"audio_features","0p9Lg5fKo6Ufp6AMmGUo5N","spotify:track:0p9Lg5fKo6Ufp6AMmGUo5N","https://api.spotify.com/v1/tracks/0p9Lg5fKo6Ufp6AMmGUo5N","https://api.spotify.com/v1/audio-analysis/0p9Lg5fKo6Ufp6AMmGUo5N",120520,4,"Lili`u E","Hope Hahn"
"2",0.568,0.778,0,-6.5,1,0.0338,0.00101,0.00659,0.113,0.672,124.077,"audio_features","4Vie7AYSqfGHEP2uBh0ua5","spotify:track:4Vie7AYSqfGHEP2uBh0ua5","https://api.spotify.com/v1/tracks/4Vie7AYSqfGHEP2uBh0ua5","https://api.spotify.com/v1/audio-analysis/4Vie7AYSqfGHEP2uBh0ua5",184662,4,"Egg","Hope Hahn"
"3",0.595,0.597,7,-8.994,1,0.0253,0.159,0.778,0.15,0.232,81.774,"audio_features","7M7EKn4FPDVeHXEGUureMm","spotify:track:7M7EKn4FPDVeHXEGUureMm","https://api.spotify.com/v1/tracks/7M7EKn4FPDVeHXEGUureMm","https://api.spotify.com/v1/audio-analysis/7M7EKn4FPDVeHXEGUureMm",120842,4,"Forgot Again","Hope Hahn"
"4",0.707,0.339,3,-14.17,0,0.0546,0.749,0.000335,0.0913,0.294,79.374,"audio_features","2MIYcQ9FnuNH6JzIQHi2eG","spotify:track:2MIYcQ9FnuNH6JzIQHi2eG","https://api.spotify.com/v1/tracks/2MIYcQ9FnuNH6JzIQHi2eG","https://api.spotify.com/v1/audio-analysis/2MIYcQ9FnuNH6JzIQHi2eG",160584,4,"Bowlly Goes Dancing Drunk into the Future","Hope Hahn"
"5",0.301,0.858,9,-4.163,1,0.0731,0.022,1.13e-06,0.181,0.671,169.847,"audio_features","2tdFpegVQi5j1Oxq4eZqH5","spotify:track:2tdFpegVQi5j1Oxq4eZqH5","https://api.spotify.com/v1/tracks/2tdFpegVQi5j1Oxq4eZqH5","https://api.spotify.com/v1/audio-analysis/2tdFpegVQi5j1Oxq4eZqH5",245781,4,"Sunroof","Hope Hahn"
"6",0.606,0.543,2,-6.792,1,0.0281,0.173,0.132,0.293,0.623,75.333,"audio_features","4XHvLCzN2G5VUfvh3wxW6D","spotify:track:4XHvLCzN2G5VUfvh3wxW6D","https://api.spotify.com/v1/tracks/4XHvLCzN2G5VUfvh3wxW6D","https://api.spotify.com/v1/audio-analysis/4XHvLCzN2G5VUfvh3wxW6D",186252,4,"No Mast","Hope Hahn"
"7",0.705,0.712,6,-6.156,1,0.0385,0.0102,0.000855,0.1,0.62,97.512,"audio_features","2Y0iGXY6m6immVb2ktbseM","spotify:track:2Y0iGXY6m6immVb2ktbseM","https://api.spotify.com/v1/tracks/2Y0iGXY6m6immVb2ktbseM","https://api.spotify.com/v1/audio-analysis/2Y0iGXY6m6immVb2ktbseM",299960,4,"Little Dark Age","Hope Hahn"
"8",0.504,0.308,9,-14.958,1,0.0321,0.868,0.135,0.158,0.121,113.95,"audio_features","3vkCueOmm7xQDoJ17W1Pm3","spotify:track:3vkCueOmm7xQDoJ17W1Pm3","https://api.spotify.com/v1/tracks/3vkCueOmm7xQDoJ17W1Pm3","https://api.spotify.com/v1/audio-analysis/3vkCueOmm7xQDoJ17W1Pm3",137773,4,"My Love Mine All Mine","Hope Hahn"
"9",0.656,0.171,7,-13.109,1,0.0357,0.0153,0.0567,0.0952,0.326,76.007,"audio_features","0uM57F11AC3qRQEELu1fBF","spotify:track:0uM57F11AC3qRQEELu1fBF","https://api.spotify.com/v1/tracks/0uM57F11AC3qRQEELu1fBF","https://api.spotify.com/v1/audio-analysis/0uM57F11AC3qRQEELu1fBF",251053,4,"Same Name","Hope Hahn"
"10",0.526,0.237,0,-16.222,1,0.0439,0.812,3.24e-05,0.116,0.375,89.724,"audio_features","7FVSwj41xO0BAnvilVmQBr","spotify:track:7FVSwj41xO0BAnvilVmQBr","https://api.spotify.com/v1/tracks/7FVSwj41xO0BAnvilVmQBr","https://api.spotify.com/v1/audio-analysis/7FVSwj41xO0BAnvilVmQBr",116811,3,"I'm Just Your Problem","Hope Hahn"
"11",0.535,0.448,2,-9.167,1,0.0279,0.00262,1.94e-05,0.115,0.32,101.986,"audio_features","5411TEB6tlzvuF5A4oyldr","spotify:track:5411TEB6tlzvuF5A4oyldr","https://api.spotify.com/v1/tracks/5411TEB6tlzvuF5A4oyldr","https://api.spotify.com/v1/audio-analysis/5411TEB6tlzvuF5A4oyldr",149680,4,"Francis Forever","Hope Hahn"
"12",0.642,0.396,6,-16.843,1,0.0642,0.462,0.000823,0.106,0.797,84.082,"audio_features","6Dk5fHTvH897XrVzCO64Mx","spotify:track:6Dk5fHTvH897XrVzCO64Mx","https://api.spotify.com/v1/tracks/6Dk5fHTvH897XrVzCO64Mx","https://api.spotify.com/v1/audio-analysis/6Dk5fHTvH897XrVzCO64Mx",286493,4,"What You Won't Do for Love","Hope Hahn"
"13",0.229,0.741,9,-5.126,1,0.0592,0.0144,1.81e-05,0.0826,0.372,174.116,"audio_features","2Zhsc8Ne6gsfolquxOgkJ2","spotify:track:2Zhsc8Ne6gsfolquxOgkJ2","https://api.spotify.com/v1/tracks/2Zhsc8Ne6gsfolquxOgkJ2","https://api.spotify.com/v1/audio-analysis/2Zhsc8Ne6gsfolquxOgkJ2",208831,4,"Back to You","Hope Hahn"
"14",0.366,0.936,6,-4.808,0,0.077,0.000485,0.104,0.16,0.325,176.052,"audio_features","0BTGGYmAslHAzggyD5vuQZ","spotify:track:0BTGGYmAslHAzggyD5vuQZ","https://api.spotify.com/v1/tracks/0BTGGYmAslHAzggyD5vuQZ","https://api.spotify.com/v1/audio-analysis/0BTGGYmAslHAzggyD5vuQZ",260133,4,"So Very Emo","Hope Hahn"
"15",0.449,0.353,7,-12.986,1,0.0915,0.942,0.0786,0.109,0.55,165.888,"audio_features","4KGGeE7RJsgLNZmnxGFlOj","spotify:track:4KGGeE7RJsgLNZmnxGFlOj","https://api.spotify.com/v1/tracks/4KGGeE7RJsgLNZmnxGFlOj","https://api.spotify.com/v1/audio-analysis/4KGGeE7RJsgLNZmnxGFlOj",173640,4,"Falling Behind","Hope Hahn"
"16",0.726,0.624,2,-7.799,0,0.0277,0.498,0.0294,0.0909,0.573,114.99,"audio_features","180AbZduI6bYQIzwCHRwu9","spotify:track:180AbZduI6bYQIzwCHRwu9","https://api.spotify.com/v1/tracks/180AbZduI6bYQIzwCHRwu9","https://api.spotify.com/v1/audio-analysis/180AbZduI6bYQIzwCHRwu9",233388,4,"A Night To Remember","Hope Hahn"
"17",0.664,0.405,1,-7.413,1,0.08,0.877,0.000765,0.11,0.743,81.89,"audio_features","43iIQbw5hx986dUEZbr3eN","spotify:track:43iIQbw5hx986dUEZbr3eN","https://api.spotify.com/v1/tracks/43iIQbw5hx986dUEZbr3eN","https://api.spotify.com/v1/audio-analysis/43iIQbw5hx986dUEZbr3eN",169573,3,"From The Start","Hope Hahn"
"18",0.639,0.82,5,-6.782,1,0.0448,0.086,0.939,0.207,0.369,165.895,"audio_features","0H7Wdgn1C7vFy4z0o2kBUZ","spotify:track:0H7Wdgn1C7vFy4z0o2kBUZ","https://api.spotify.com/v1/tracks/0H7Wdgn1C7vFy4z0o2kBUZ","https://api.spotify.com/v1/audio-analysis/0H7Wdgn1C7vFy4z0o2kBUZ",174936,4,"japan","Hope Hahn"
"19",0.402,0.888,2,-4.345,1,0.0543,0.00498,0.0141,0.228,0.593,139.938,"audio_features","5Fz5fSybFycEpxuapAHIpG","spotify:track:5Fz5fSybFycEpxuapAHIpG","https://api.spotify.com/v1/tracks/5Fz5fSybFycEpxuapAHIpG","https://api.spotify.com/v1/audio-analysis/5Fz5fSybFycEpxuapAHIpG",160520,4,"Broken Candle","Hope Hahn"
"20",0.537,0.842,6,-6.336,0,0.125,0.0299,0.171,0.338,0.654,177.939,"audio_features","5tz7GvAgb15jjMdL1Vs4Up","spotify:track:5tz7GvAgb15jjMdL1Vs4Up","https://api.spotify.com/v1/tracks/5tz7GvAgb15jjMdL1Vs4Up","https://api.spotify.com/v1/audio-analysis/5tz7GvAgb15jjMdL1Vs4Up",111161,4,"Oligarchy","Hope Hahn"
"21",0.694,0.708,3,-6.814,0,0.0315,0.00267,0.592,0.059,0.968,114.987,"audio_features","3nVW6mJbZQgCwrAYUTUHm2","spotify:track:3nVW6mJbZQgCwrAYUTUHm2","https://api.spotify.com/v1/tracks/3nVW6mJbZQgCwrAYUTUHm2","https://api.spotify.com/v1/audio-analysis/3nVW6mJbZQgCwrAYUTUHm2",159552,4,"Scene for an Exit","Hope Hahn"
"22",0.283,0.81,1,-4.954,1,0.114,0.00112,0.892,0.354,0.59,151.21,"audio_features","1jkLIvmFDQAG8olYiUGdTU","spotify:track:1jkLIvmFDQAG8olYiUGdTU","https://api.spotify.com/v1/tracks/1jkLIvmFDQAG8olYiUGdTU","https://api.spotify.com/v1/audio-analysis/1jkLIvmFDQAG8olYiUGdTU",98574,4,"Intro","Hope Hahn"
"23",0.484,0.845,2,-8.081,1,0.0416,7.67e-05,0.358,0.269,0.413,139.941,"audio_features","7MEQveok5czso0DiG9hkbR","spotify:track:7MEQveok5czso0DiG9hkbR","https://api.spotify.com/v1/tracks/7MEQveok5czso0DiG9hkbR","https://api.spotify.com/v1/audio-analysis/7MEQveok5czso0DiG9hkbR",268285,4,"Pillhouse (Papa Moonshine)","Hope Hahn"
"24",0.425,0.945,9,-4.933,1,0.0554,0.000231,0.000468,0.101,0.818,176.975,"audio_features","3vYadaQuFDsiUiW0u4Dt8A","spotify:track:3vYadaQuFDsiUiW0u4Dt8A","https://api.spotify.com/v1/tracks/3vYadaQuFDsiUiW0u4Dt8A","https://api.spotify.com/v1/audio-analysis/3vYadaQuFDsiUiW0u4Dt8A",86333,4,"Buddy","Hope Hahn"
"25",0.154,0.781,7,-7.213,0,0.0424,1.86e-05,0,0.359,0.718,152.607,"audio_features","3HGXUK22QXlganmqnOLPSo","spotify:track:3HGXUK22QXlganmqnOLPSo","https://api.spotify.com/v1/tracks/3HGXUK22QXlganmqnOLPSo","https://api.spotify.com/v1/audio-analysis/3HGXUK22QXlganmqnOLPSo",139587,4,"Strangers of Our Time","Hope Hahn"
"26",0.443,0.942,7,-4.676,1,0.13,1.75e-05,5.27e-05,0.406,0.227,104.998,"audio_features","4s2K6z2hPC3kihzHJRgVEH","spotify:track:4s2K6z2hPC3kihzHJRgVEH","https://api.spotify.com/v1/tracks/4s2K6z2hPC3kihzHJRgVEH","https://api.spotify.com/v1/audio-analysis/4s2K6z2hPC3kihzHJRgVEH",261692,4,"My Pain","Hope Hahn"
"27",0.47,0.474,5,-9.406,1,0.0262,0.0643,0,0.0645,0.241,170.173,"audio_features","49SL9f1Kz73p0bzsNPTY4l","spotify:track:49SL9f1Kz73p0bzsNPTY4l","https://api.spotify.com/v1/tracks/49SL9f1Kz73p0bzsNPTY4l","https://api.spotify.com/v1/audio-analysis/49SL9f1Kz73p0bzsNPTY4l",247773,4,"Northern Downpour","Hope Hahn"
"28",0.63,0.721,5,-4.379,0,0.029,0.535,0.00265,0.158,0.699,93.982,"audio_features","2WW4cnkHAyUgYa8QIsCNgV","spotify:track:2WW4cnkHAyUgYa8QIsCNgV","https://api.spotify.com/v1/tracks/2WW4cnkHAyUgYa8QIsCNgV","https://api.spotify.com/v1/audio-analysis/2WW4cnkHAyUgYa8QIsCNgV",168042,4,"By My Side","Hope Hahn"
"29",0.282,0.907,11,-4.665,1,0.0434,0.028,0,0.131,0.815,190.361,"audio_features","6ixncUHZXJpLWbej9oOms2","spotify:track:6ixncUHZXJpLWbej9oOms2","https://api.spotify.com/v1/tracks/6ixncUHZXJpLWbej9oOms2","https://api.spotify.com/v1/audio-analysis/6ixncUHZXJpLWbej9oOms2",123329,4,"Crimson Wave","Hope Hahn"
"30",0.188,0.853,6,-5.552,0,0.0364,3.26e-05,5.4e-05,0.307,0.673,180.772,"audio_features","3tOygGZ0adoNNHSaM4Mhnl","spotify:track:3tOygGZ0adoNNHSaM4Mhnl","https://api.spotify.com/v1/tracks/3tOygGZ0adoNNHSaM4Mhnl","https://api.spotify.com/v1/audio-analysis/3tOygGZ0adoNNHSaM4Mhnl",175288,4,"New World","Hope Hahn"
"31",0.247,0.88,11,-4.646,0,0.0415,3.18e-05,0,0.336,0.747,178.453,"audio_features","4ve7zbGDOJ9WIlPiUoTtVp","spotify:track:4ve7zbGDOJ9WIlPiUoTtVp","https://api.spotify.com/v1/tracks/4ve7zbGDOJ9WIlPiUoTtVp","https://api.spotify.com/v1/audio-analysis/4ve7zbGDOJ9WIlPiUoTtVp",125935,4,"I Hate the Weekend","Hope Hahn"
"32",0.406,0.864,9,-5.399,1,0.0397,0.0815,0,0.196,0.686,150.997,"audio_features","60ooMa1yzfKIl1Nf4O1GI5","spotify:track:60ooMa1yzfKIl1Nf4O1GI5","https://api.spotify.com/v1/tracks/60ooMa1yzfKIl1Nf4O1GI5","https://api.spotify.com/v1/audio-analysis/60ooMa1yzfKIl1Nf4O1GI5",280613,4,"Raised By Wolves","Hope Hahn"
"33",0.582,0.775,4,-4.545,1,0.0301,0.0629,0,0.0983,0.613,94.997,"audio_features","2W6GKlccOKtTfU1pkg3U6g","spotify:track:2W6GKlccOKtTfU1pkg3U6g","https://api.spotify.com/v1/tracks/2W6GKlccOKtTfU1pkg3U6g","https://api.spotify.com/v1/audio-analysis/2W6GKlccOKtTfU1pkg3U6g",188147,4,"Paranoia","Hope Hahn"
"34",0.518,0.496,10,-11.607,1,0.0292,0.41,0.1,0.0999,0.281,143.921,"audio_features","190IqlryWu91WBKeDgZqZz","spotify:track:190IqlryWu91WBKeDgZqZz","https://api.spotify.com/v1/tracks/190IqlryWu91WBKeDgZqZz","https://api.spotify.com/v1/audio-analysis/190IqlryWu91WBKeDgZqZz",170893,4,"Only in My Dreams","Hope Hahn"
"35",0.659,0.696,8,-7.606,1,0.0289,0.247,7.83e-06,0.105,0.715,107.085,"audio_features","30fQvBnDR8jLdN0SFcsFos","spotify:track:30fQvBnDR8jLdN0SFcsFos","https://api.spotify.com/v1/tracks/30fQvBnDR8jLdN0SFcsFos","https://api.spotify.com/v1/audio-analysis/30fQvBnDR8jLdN0SFcsFos",272080,4,"The Start of Something","Hope Hahn"
"36",0.453,0.977,1,-4.041,0,0.102,0.00314,0.000494,0.106,0.673,170.058,"audio_features","4SjbThOBAifCj4cBAI12T1","spotify:track:4SjbThOBAifCj4cBAI12T1","https://api.spotify.com/v1/tracks/4SjbThOBAifCj4cBAI12T1","https://api.spotify.com/v1/audio-analysis/4SjbThOBAifCj4cBAI12T1",249360,4,"Song for Dan Treacy","Hope Hahn"
"37",0.767,0.447,0,-12.049,1,0.0607,0.51,0.011,0.138,0.725,95.032,"audio_features","1s8NdAvVPL7MveFNADDkNj","spotify:track:1s8NdAvVPL7MveFNADDkNj","https://api.spotify.com/v1/tracks/1s8NdAvVPL7MveFNADDkNj","https://api.spotify.com/v1/audio-analysis/1s8NdAvVPL7MveFNADDkNj",217058,4,"The Keys","Hope Hahn"
"38",0.559,0.473,5,-7.712,1,0.0279,0.446,0.00141,0.154,0.397,121.227,"audio_features","4IRHwIZHzlHT1FQpRa5RdE","spotify:track:4IRHwIZHzlHT1FQpRa5RdE","https://api.spotify.com/v1/tracks/4IRHwIZHzlHT1FQpRa5RdE","https://api.spotify.com/v1/audio-analysis/4IRHwIZHzlHT1FQpRa5RdE",192827,4,"Goodbye Yellow Brick Road - Remastered 2014","Hope Hahn"
"39",0.394,0.906,5,-4.611,0,0.0602,2.99e-05,0.345,0.318,0.255,140.042,"audio_features","6e7LEf6iDAkshuWbpnqcKN","spotify:track:6e7LEf6iDAkshuWbpnqcKN","https://api.spotify.com/v1/tracks/6e7LEf6iDAkshuWbpnqcKN","https://api.spotify.com/v1/audio-analysis/6e7LEf6iDAkshuWbpnqcKN",207453,4,"Hymn For A Droid","Hope Hahn"
"40",0.337,0.419,10,-12.212,0,0.0297,0.755,3.43e-05,0.156,0.492,92.815,"audio_features","62KZRwymXq9Rgm8Cm5UCfx","spotify:track:62KZRwymXq9Rgm8Cm5UCfx","https://api.spotify.com/v1/tracks/62KZRwymXq9Rgm8Cm5UCfx","https://api.spotify.com/v1/audio-analysis/62KZRwymXq9Rgm8Cm5UCfx",167053,3,"The World We Knew (Over And Over)","Hope Hahn"
"41",0,0.858,3,-5.892,1,0,0.0346,0.000534,0.232,0,0,"audio_features","14TC9zbh5C4K6ey8J2ZCdS","spotify:track:14TC9zbh5C4K6ey8J2ZCdS","https://api.spotify.com/v1/tracks/14TC9zbh5C4K6ey8J2ZCdS","https://api.spotify.com/v1/audio-analysis/14TC9zbh5C4K6ey8J2ZCdS",246987,0,"Flowers Everywhere","Hope Hahn"
"42",0.439,0.987,8,-5.421,1,0.105,3.8e-05,0.16,0.518,0.285,144.958,"audio_features","2LwlK1gkt8lKzXXxkLpfx0","spotify:track:2LwlK1gkt8lKzXXxkLpfx0","https://api.spotify.com/v1/tracks/2LwlK1gkt8lKzXXxkLpfx0","https://api.spotify.com/v1/audio-analysis/2LwlK1gkt8lKzXXxkLpfx0",154784,3,"Sawtooth Monkfish","Hope Hahn"
"43",0.676,0.563,2,-6.966,0,0.079,0.86,0.0182,0.116,0.782,75.524,"audio_features","5IR7Ui6MB7MrFZfF5hsoIH","spotify:track:5IR7Ui6MB7MrFZfF5hsoIH","https://api.spotify.com/v1/tracks/5IR7Ui6MB7MrFZfF5hsoIH","https://api.spotify.com/v1/audio-analysis/5IR7Ui6MB7MrFZfF5hsoIH",276120,4,"Lying Has To Stop - Single Version","Hope Hahn"
"44",0.566,0.412,5,-6.994,1,0.0267,0.681,0.017,0.0741,0.47,81.879,"audio_features","0LO7f7ZJg871B8hLTRzrfB","spotify:track:0LO7f7ZJg871B8hLTRzrfB","https://api.spotify.com/v1/tracks/0LO7f7ZJg871B8hLTRzrfB","https://api.spotify.com/v1/audio-analysis/0LO7f7ZJg871B8hLTRzrfB",190453,4,"Julia","Hope Hahn"
"45",0.826,0.694,7,-7.862,1,0.0315,0.316,0.0285,0.074,0.852,123.932,"audio_features","4T6FWA703h6H7zk1FoSARw","spotify:track:4T6FWA703h6H7zk1FoSARw","https://api.spotify.com/v1/tracks/4T6FWA703h6H7zk1FoSARw","https://api.spotify.com/v1/audio-analysis/4T6FWA703h6H7zk1FoSARw",217427,4,"New Light","Hope Hahn"
"46",0.415,0.702,2,-3.73,1,0.04,0.109,0,0.119,0.68,129.683,"audio_features","1rLlLYMm9CWdmejVAuxP38","spotify:track:1rLlLYMm9CWdmejVAuxP38","https://api.spotify.com/v1/tracks/1rLlLYMm9CWdmejVAuxP38","https://api.spotify.com/v1/audio-analysis/1rLlLYMm9CWdmejVAuxP38",158533,4,"Best Tears","Hope Hahn"
"47",0.515,0.43,7,-9.935,1,0.0372,0.0097,0.000133,0.129,0.104,91.844,"audio_features","70LcF31zb1H0PyJoS1Sx1r","spotify:track:70LcF31zb1H0PyJoS1Sx1r","https://api.spotify.com/v1/tracks/70LcF31zb1H0PyJoS1Sx1r","https://api.spotify.com/v1/audio-analysis/70LcF31zb1H0PyJoS1Sx1r",238640,4,"Creep","Hope Hahn"
"48",0.52,0.709,5,-7.125,0,0.0352,0.247,1.78e-05,0.18,0.536,76.039,"audio_features","6urCAbunOQI4bLhmGpX7iS","spotify:track:6urCAbunOQI4bLhmGpX7iS","https://api.spotify.com/v1/tracks/6urCAbunOQI4bLhmGpX7iS","https://api.spotify.com/v1/audio-analysis/6urCAbunOQI4bLhmGpX7iS",263560,4,"Don't Speak","Hope Hahn"
"49",0.561,0.474,0,-7.815,0,0.0336,0.00395,0.809,0.255,0.149,69.957,"audio_features","1tTi3G0E0FnMLtFUhL61p4","spotify:track:1tTi3G0E0FnMLtFUhL61p4","https://api.spotify.com/v1/tracks/1tTi3G0E0FnMLtFUhL61p4","https://api.spotify.com/v1/audio-analysis/1tTi3G0E0FnMLtFUhL61p4",208286,4,"You and Me","Hope Hahn"
